id_discussion,id_dataset,title_discussion,user,message,created_discussion,closed_discussion,discussion_posted_on,title_dataset,description_dataset,organization,url_dataset,nb_discussions,nb_followers,nb_reuses,nb_views,slug,created_dataset,last_update_dataset,predictions_motifs,predictions_motifs_label,predictions_ssmotifs,predictions_ssmotifs_label
64f87fc80c0e2957e74b574c,5a576fda88ee381c9d4e3304,Doublon ? ,Marianne MARTIN,"Bonjour, 
Je recherche les parcelles ascendantes à la parcelles AV0127, sur Saint Etienne (420 / 218). 
Je trouve un document d'arpentage en 1990, mentionnant une division de AV0087 en AV0126 et AV0127. 
Puis un autre document d'arpentage numérique en 2019, mentionnant la division de AV0117 en AV0125, 126, 127. 

Comment est-ce possible ? 

Merci pour votre aide, 
",06/09/2023,,2023-09-06T13:34:00.844000+00:00,Documents de filiation informatisés (DFI) des parcelles,"Les fichiers départementaux des documents de filiation informatisés (DFI) des parcelles permettent de consulter l'historique des parcelles cadastrales.

Ces fichiers recensent les modifications parcellaires réalisées depuis l'informatisation de leur procédure de mise à jour qui, selon les départements, est intervenue entre les années 1980 à 1990. L'origine des différentes mises à jour (documents d'arpentage, croquis de conservation, remaniement...) ainsi que leurs dates sont renseignées.

Les modifications issues des aménagements fonciers ruraux n'y figurent pas car il n'existe alors aucune correspondance géographique entre les anciennes et les nouvelles dénominations des parcelles.

Données disponibles au lien de référence ci-dessous.","Ministère de l'Économie, des Finances et de la Souveraineté industrielle et numérique",https://www.data.gouv.fr/fr/datasets/documents-de-filiation-informatises-dfi-des-parcelles/,4,14,2,533,documents-de-filiation-informatises-dfi-des-parcelles,2018-01-11T15:08:26.372000+00:00,2023-09-13T09:04:58.310000+0000,3,Accessibilité,11,Demande de jeu de données (set)
64f87fc80c0e2957e74b574c,5a576fda88ee381c9d4e3304,Doublon ? ,Marianne MARTIN,"Bonjour,
Il existe en effet deux parcelles AV0127 sur la commune de SAINT-ETIENNE, mais avec des références cadastrales distinctes :
la première : 420 218 000 AV0127, issue du document d'arpentage n° 4668 datant de 2019
la seconde : 420 218 309 AV 0127, issue du document d'arpentage n° 545 datant de 1990.
Pour la seconde parcelle, le préfixe de section est 309, il s'agit d'une parcelle qui avait été créée sur la zone géographique correspondant à la commune TERRENOIRE, absorbée par la commune de SAINT-ETIENNE.

Cordialement",06/09/2023,,2023-09-08T07:33:15.910000+00:00,Documents de filiation informatisés (DFI) des parcelles,"Les fichiers départementaux des documents de filiation informatisés (DFI) des parcelles permettent de consulter l'historique des parcelles cadastrales.

Ces fichiers recensent les modifications parcellaires réalisées depuis l'informatisation de leur procédure de mise à jour qui, selon les départements, est intervenue entre les années 1980 à 1990. L'origine des différentes mises à jour (documents d'arpentage, croquis de conservation, remaniement...) ainsi que leurs dates sont renseignées.

Les modifications issues des aménagements fonciers ruraux n'y figurent pas car il n'existe alors aucune correspondance géographique entre les anciennes et les nouvelles dénominations des parcelles.

Données disponibles au lien de référence ci-dessous.","Ministère de l'Économie, des Finances et de la Souveraineté industrielle et numérique",https://www.data.gouv.fr/fr/datasets/documents-de-filiation-informatises-dfi-des-parcelles/,4,14,2,533,documents-de-filiation-informatises-dfi-des-parcelles,2018-01-11T15:08:26.372000+00:00,2023-09-13T09:04:58.310000+0000,0,Fiabilité,5,Erreur dans les données fournies
613878e1ee5f152d7a2b732b,5a576fda88ee381c9d4e3304,"Parcelle AV 218, Commune Eguiiles, 13510",Peter Theokritoff,"Bonjour
Comment puis je savoir ce qui est advenu de la parcelle AV 218 (elle n'est plus sur le cadastre actuel) sur la commune d'Eguilles 13510, Bouches du Rhône ? Merci

cordialement

Peter Theokritoff",08/09/2021,,2021-09-08T10:48:33.768000+00:00,Documents de filiation informatisés (DFI) des parcelles,"Les fichiers départementaux des documents de filiation informatisés (DFI) des parcelles permettent de consulter l'historique des parcelles cadastrales.

Ces fichiers recensent les modifications parcellaires réalisées depuis l'informatisation de leur procédure de mise à jour qui, selon les départements, est intervenue entre les années 1980 à 1990. L'origine des différentes mises à jour (documents d'arpentage, croquis de conservation, remaniement...) ainsi que leurs dates sont renseignées.

Les modifications issues des aménagements fonciers ruraux n'y figurent pas car il n'existe alors aucune correspondance géographique entre les anciennes et les nouvelles dénominations des parcelles.

Données disponibles au lien de référence ci-dessous.","Ministère de l'Économie, des Finances et de la Souveraineté industrielle et numérique",https://www.data.gouv.fr/fr/datasets/documents-de-filiation-informatises-dfi-des-parcelles/,4,14,2,533,documents-de-filiation-informatises-dfi-des-parcelles,2018-01-11T15:08:26.372000+00:00,2023-09-13T09:04:58.310000+0000,0,Fiabilité,1,Questions ou remarques d'usagers
613878e1ee5f152d7a2b732b,5a576fda88ee381c9d4e3304,"Parcelle AV 218, Commune Eguiiles, 13510",Peter Theokritoff,"Bonjour,
le descriptif du fichier des documents de filiation constitue une aide pour l'exploitation de ces fichiers. Dans le cas présent, la parcelle AV 218 pour la commune d'Eguilles (code commune 032) ne figure pas dans ce fichier. Il n'y a donc pas de filiation ascendante ni descendante recensée pour celle-ci. Le cas échéant, vous pouvez contacter le service du cadastre territorialement compétent pour obtenir des informations complémentaires.
Cordialement,",08/09/2021,,2021-09-09T16:16:19.237000+00:00,Documents de filiation informatisés (DFI) des parcelles,"Les fichiers départementaux des documents de filiation informatisés (DFI) des parcelles permettent de consulter l'historique des parcelles cadastrales.

Ces fichiers recensent les modifications parcellaires réalisées depuis l'informatisation de leur procédure de mise à jour qui, selon les départements, est intervenue entre les années 1980 à 1990. L'origine des différentes mises à jour (documents d'arpentage, croquis de conservation, remaniement...) ainsi que leurs dates sont renseignées.

Les modifications issues des aménagements fonciers ruraux n'y figurent pas car il n'existe alors aucune correspondance géographique entre les anciennes et les nouvelles dénominations des parcelles.

Données disponibles au lien de référence ci-dessous.","Ministère de l'Économie, des Finances et de la Souveraineté industrielle et numérique",https://www.data.gouv.fr/fr/datasets/documents-de-filiation-informatises-dfi-des-parcelles/,4,14,2,533,documents-de-filiation-informatises-dfi-des-parcelles,2018-01-11T15:08:26.372000+00:00,2023-09-13T09:04:58.310000+0000,0,Fiabilité,14,Incertitude des données
61261083578d83ca0dacc973,5a576fda88ee381c9d4e3304,EXHAUSTIVITE DU FICHIER DFI,Michel AUBERT,"Bonjour, à la lecture du fichier DFI sur notre commune 83069, il semble manquer plusieurs tranches du remaniement qui ont eu lieu entre 2001 et 2007 !
Avez vous une explication ?
Cordialement
M AUBERT",25/08/2021,03/09/2021,2021-08-25T11:42:27.251000+00:00,Documents de filiation informatisés (DFI) des parcelles,"Les fichiers départementaux des documents de filiation informatisés (DFI) des parcelles permettent de consulter l'historique des parcelles cadastrales.

Ces fichiers recensent les modifications parcellaires réalisées depuis l'informatisation de leur procédure de mise à jour qui, selon les départements, est intervenue entre les années 1980 à 1990. L'origine des différentes mises à jour (documents d'arpentage, croquis de conservation, remaniement...) ainsi que leurs dates sont renseignées.

Les modifications issues des aménagements fonciers ruraux n'y figurent pas car il n'existe alors aucune correspondance géographique entre les anciennes et les nouvelles dénominations des parcelles.

Données disponibles au lien de référence ci-dessous.","Ministère de l'Économie, des Finances et de la Souveraineté industrielle et numérique",https://www.data.gouv.fr/fr/datasets/documents-de-filiation-informatises-dfi-des-parcelles/,4,14,2,533,documents-de-filiation-informatises-dfi-des-parcelles,2018-01-11T15:08:26.372000+00:00,2023-09-13T09:04:58.310000+0000,0,Fiabilité,5,Erreur dans les données fournies
61261083578d83ca0dacc973,5a576fda88ee381c9d4e3304,EXHAUSTIVITE DU FICHIER DFI,Michel AUBERT,"Au vue du fichier, ce sont les tranches 2,3 et 4 qui ont eu lieu entre 2002 et 2006 qui sont absentes",25/08/2021,03/09/2021,2021-08-25T11:53:09.388000+00:00,Documents de filiation informatisés (DFI) des parcelles,"Les fichiers départementaux des documents de filiation informatisés (DFI) des parcelles permettent de consulter l'historique des parcelles cadastrales.

Ces fichiers recensent les modifications parcellaires réalisées depuis l'informatisation de leur procédure de mise à jour qui, selon les départements, est intervenue entre les années 1980 à 1990. L'origine des différentes mises à jour (documents d'arpentage, croquis de conservation, remaniement...) ainsi que leurs dates sont renseignées.

Les modifications issues des aménagements fonciers ruraux n'y figurent pas car il n'existe alors aucune correspondance géographique entre les anciennes et les nouvelles dénominations des parcelles.

Données disponibles au lien de référence ci-dessous.","Ministère de l'Économie, des Finances et de la Souveraineté industrielle et numérique",https://www.data.gouv.fr/fr/datasets/documents-de-filiation-informatises-dfi-des-parcelles/,4,14,2,533,documents-de-filiation-informatises-dfi-des-parcelles,2018-01-11T15:08:26.372000+00:00,2023-09-13T09:04:58.310000+0000,0,Fiabilité,5,Erreur dans les données fournies
61261083578d83ca0dacc973,5a576fda88ee381c9d4e3304,EXHAUSTIVITE DU FICHIER DFI,Michel AUBERT,"Bonjour,
vous avez signalé plusieurs manquements dans le fichier des DFI en ce qui concerne des remaniements qui ont eu lieu sur votre commune de 2001 à 2007.
Les données publiées sont issues d'une application renseignée par les services de la DGFiP (Majic).
Pour les difficultés rencontrées, vous pouvez contacter le service du cadastre territorialement compétent qui pourra vérifier l'exhaustivité des informations présentes dans l'application.
Cordialement, ",25/08/2021,03/09/2021,2021-09-03T10:56:37.926000+00:00,Documents de filiation informatisés (DFI) des parcelles,"Les fichiers départementaux des documents de filiation informatisés (DFI) des parcelles permettent de consulter l'historique des parcelles cadastrales.

Ces fichiers recensent les modifications parcellaires réalisées depuis l'informatisation de leur procédure de mise à jour qui, selon les départements, est intervenue entre les années 1980 à 1990. L'origine des différentes mises à jour (documents d'arpentage, croquis de conservation, remaniement...) ainsi que leurs dates sont renseignées.

Les modifications issues des aménagements fonciers ruraux n'y figurent pas car il n'existe alors aucune correspondance géographique entre les anciennes et les nouvelles dénominations des parcelles.

Données disponibles au lien de référence ci-dessous.","Ministère de l'Économie, des Finances et de la Souveraineté industrielle et numérique",https://www.data.gouv.fr/fr/datasets/documents-de-filiation-informatises-dfi-des-parcelles/,4,14,2,533,documents-de-filiation-informatises-dfi-des-parcelles,2018-01-11T15:08:26.372000+00:00,2023-09-13T09:04:58.310000+0000,0,Fiabilité,5,Erreur dans les données fournies
60bf331e2b447440e61eaf09,5a576fda88ee381c9d4e3304,Références cadastrales mères de la parcelle EE1 à ALLAUCH (13190),emmanuel urien,"Bonjour, 
je recherche les références cadastrales mères de la parcelle EE01 à ALLAUCH.
Ne connaissance pas le code de la commune dans les fichiers, je ne suis pas en mesure de les exploiter.
Pourriez vous m'orienter ?
Avec mes remerciements
Bien à vous",08/06/2021,03/09/2021,2021-06-08T11:06:38.888000+00:00,Documents de filiation informatisés (DFI) des parcelles,"Les fichiers départementaux des documents de filiation informatisés (DFI) des parcelles permettent de consulter l'historique des parcelles cadastrales.

Ces fichiers recensent les modifications parcellaires réalisées depuis l'informatisation de leur procédure de mise à jour qui, selon les départements, est intervenue entre les années 1980 à 1990. L'origine des différentes mises à jour (documents d'arpentage, croquis de conservation, remaniement...) ainsi que leurs dates sont renseignées.

Les modifications issues des aménagements fonciers ruraux n'y figurent pas car il n'existe alors aucune correspondance géographique entre les anciennes et les nouvelles dénominations des parcelles.

Données disponibles au lien de référence ci-dessous.","Ministère de l'Économie, des Finances et de la Souveraineté industrielle et numérique",https://www.data.gouv.fr/fr/datasets/documents-de-filiation-informatises-dfi-des-parcelles/,4,14,2,533,documents-de-filiation-informatises-dfi-des-parcelles,2018-01-11T15:08:26.372000+00:00,2023-09-13T09:04:58.310000+0000,3,Accessibilité,11,Demande de jeu de données (set)
60bf331e2b447440e61eaf09,5a576fda88ee381c9d4e3304,Références cadastrales mères de la parcelle EE1 à ALLAUCH (13190),emmanuel urien,"Bonjour,
le descriptif du fichier des documents de filiation constitue une aide pour l’exploitation de ces fichiers.
Dans le cas présent, le code commune pour ALLAUCH est le 002.
La parcelle EE01 est issue de la parcelle mère CW 189.
Cordialement,",08/06/2021,03/09/2021,2021-06-08T15:27:55.124000+00:00,Documents de filiation informatisés (DFI) des parcelles,"Les fichiers départementaux des documents de filiation informatisés (DFI) des parcelles permettent de consulter l'historique des parcelles cadastrales.

Ces fichiers recensent les modifications parcellaires réalisées depuis l'informatisation de leur procédure de mise à jour qui, selon les départements, est intervenue entre les années 1980 à 1990. L'origine des différentes mises à jour (documents d'arpentage, croquis de conservation, remaniement...) ainsi que leurs dates sont renseignées.

Les modifications issues des aménagements fonciers ruraux n'y figurent pas car il n'existe alors aucune correspondance géographique entre les anciennes et les nouvelles dénominations des parcelles.

Données disponibles au lien de référence ci-dessous.","Ministère de l'Économie, des Finances et de la Souveraineté industrielle et numérique",https://www.data.gouv.fr/fr/datasets/documents-de-filiation-informatises-dfi-des-parcelles/,4,14,2,533,documents-de-filiation-informatises-dfi-des-parcelles,2018-01-11T15:08:26.372000+00:00,2023-09-13T09:04:58.310000+0000,0,Fiabilité,14,Incertitude des données
60bf331e2b447440e61eaf09,5a576fda88ee381c9d4e3304,Références cadastrales mères de la parcelle EE1 à ALLAUCH (13190),emmanuel urien,discussion close,08/06/2021,03/09/2021,2021-09-03T10:57:20.272000+00:00,Documents de filiation informatisés (DFI) des parcelles,"Les fichiers départementaux des documents de filiation informatisés (DFI) des parcelles permettent de consulter l'historique des parcelles cadastrales.

Ces fichiers recensent les modifications parcellaires réalisées depuis l'informatisation de leur procédure de mise à jour qui, selon les départements, est intervenue entre les années 1980 à 1990. L'origine des différentes mises à jour (documents d'arpentage, croquis de conservation, remaniement...) ainsi que leurs dates sont renseignées.

Les modifications issues des aménagements fonciers ruraux n'y figurent pas car il n'existe alors aucune correspondance géographique entre les anciennes et les nouvelles dénominations des parcelles.

Données disponibles au lien de référence ci-dessous.","Ministère de l'Économie, des Finances et de la Souveraineté industrielle et numérique",https://www.data.gouv.fr/fr/datasets/documents-de-filiation-informatises-dfi-des-parcelles/,4,14,2,533,documents-de-filiation-informatises-dfi-des-parcelles,2018-01-11T15:08:26.372000+00:00,2023-09-13T09:04:58.310000+0000,1,Autre,1,Questions ou remarques d'usagers
